"DIM2","Näitaja","DIM3","Tegevusala (EMTAK 2008)","DIM4","Tööga hõivatud isikute arv","DIM5","Turvalisus","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"1","Ettevõtete osatähtsus, %","8","Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine","6","250 ja enam","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",55.6,,
"1","Ettevõtete osatähtsus, %","8","Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine","6","250 ja enam","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",11.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","1","Tugev paroolide autentimine","2019","2019",55.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",79.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",11.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",18.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","5","Andmete varundamine eraldi keskkonda","2019","2019",72.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","6","Võrgujuurdepääsu kontroll","2019","2019",69.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","7","VPNi kasutamine","2019","2019",46,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",42.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","9","IKT riskianalüüside teostamine","2019","2019",26.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","10","IKT turvatestid","2019","2019",32.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",87.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",41.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",47.4,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",29.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",59.4,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","16","IKT turvalisuse teemadest ei teavitata","2019","2019",40.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",38.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",55.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",86.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",36,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",9.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",9.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",50.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",31.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",4.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",17.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",3.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",10.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",21.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",4.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",94,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","1","Kokku","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",2.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","1","Tugev paroolide autentimine","2019","2019",31.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",68.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",9.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",13.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","5","Andmete varundamine eraldi keskkonda","2019","2019",50,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","6","Võrgujuurdepääsu kontroll","2019","2019",45.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","7","VPNi kasutamine","2019","2019",27.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",40.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","9","IKT riskianalüüside teostamine","2019","2019",18.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","10","IKT turvatestid","2019","2019",27.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",77.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",31.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",40.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",31.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",54.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","16","IKT turvalisuse teemadest ei teavitata","2019","2019",45.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",45.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",45.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",86.4,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",40.9,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",9.1,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",45.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",18.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",13.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",4.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",13.6,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","2","10-19","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",4.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","1","Tugev paroolide autentimine","2019","2019",68.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",87.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",12.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",12.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","5","Andmete varundamine eraldi keskkonda","2019","2019",87.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","6","Võrgujuurdepääsu kontroll","2019","2019",87.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","7","VPNi kasutamine","2019","2019",56.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",37.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","9","IKT riskianalüüside teostamine","2019","2019",25,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","10","IKT turvatestid","2019","2019",31.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",93.8,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",43.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",43.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",18.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",56.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","16","IKT turvalisuse teemadest ei teavitata","2019","2019",43.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",25,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",62.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",81.3,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",25,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",12.5,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",6.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",50,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",43.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",6.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",18.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",6.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",18.7,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",25,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",6.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",6.2,,
"1","Ettevõtete osatähtsus, %","9","Metalli ja metalltoodete tootmine","3","20-49","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",0,,
