Näitaja;Tegevusala;Tööga hõivatud isikute arv;DIM5;Turvalisus;TIME;Vaatlusperiood;ValueStr;Value
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;37.9;37,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;31;31
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;72.4;72,4
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;48.3;48,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;31;31
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;31;31
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;13.8;13,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;3.4;3,4
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;44.8;44,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;17.2;17,2
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;13.8;13,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;6.9;6,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;20.7;20,7
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;79.3;79,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;100-249;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;10.3;10,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;1;Tugev paroolide autentimine;2019;2019;90.9;90,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;90.9;90,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;18.2;18,2
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;5;Andmete varundamine eraldi keskkonda;2019;2019;90.9;90,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;6;Võrgujuurdepääsu kontroll;2019;2019;90.9;90,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;7;VPNi kasutamine;2019;2019;81.8;81,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;9;IKT riskianalüüside teostamine;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;10;IKT turvatestid;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;100;100
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;72.7;72,7
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;63.6;63,6
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;63.6;63,6
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;81.8;81,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;16;IKT turvalisuse teemadest ei teavitata;2019;2019;18.2;18,2
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;81.8;81,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;90.9;90,9
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;81.8;81,8
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;45.5;45,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;45.5;45,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;27.3;27,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;27.3;27,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;27.3;27,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;54.5;54,5
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;9.1;9,1
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;0;0
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;18.2;18,2
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;27.3;27,3
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;72.7;72,7
Ettevõtete osatähtsus, %;Puidu, paberi tootmine ja trükindus;250 ja enam;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;0;0
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;1;Tugev paroolide autentimine;2019;2019;70.6;70,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;68.2;68,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;8.5;8,5
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;32.7;32,7
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;5;Andmete varundamine eraldi keskkonda;2019;2019;64;64
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;6;Võrgujuurdepääsu kontroll;2019;2019;78;78
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;7;VPNi kasutamine;2019;2019;51.6;51,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;32.1;32,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;9;IKT riskianalüüside teostamine;2019;2019;28.4;28,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;10;IKT turvatestid;2019;2019;31.2;31,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;83.8;83,8
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;42.1;42,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;44.2;44,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;38.6;38,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;51.6;51,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;16;IKT turvalisuse teemadest ei teavitata;2019;2019;48.4;48,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;36.3;36,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;54.9;54,9
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;78;78
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;34.1;34,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;17.5;17,5
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;12.4;12,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;45.3;45,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;23.3;23,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;12.3;12,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;10;10
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;7.4;7,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;5.8;5,8
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;17.4;17,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;5.2;5,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;1.5;1,5
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;2.9;2,9
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;8;8
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;92;92
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;Kokku;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;6.5;6,5
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;1;Tugev paroolide autentimine;2019;2019;66.7;66,7
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;77.8;77,8
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;22.2;22,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;22.2;22,2
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;5;Andmete varundamine eraldi keskkonda;2019;2019;55.6;55,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;6;Võrgujuurdepääsu kontroll;2019;2019;77.8;77,8
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;7;VPNi kasutamine;2019;2019;33.3;33,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;11.1;11,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;9;IKT riskianalüüside teostamine;2019;2019;11.1;11,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;10;IKT turvatestid;2019;2019;11.1;11,1
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;88.9;88,9
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;55.6;55,6
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;16;IKT turvalisuse teemadest ei teavitata;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;33.3;33,3
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;66.7;66,7
Ettevõtete osatähtsus, %;Koksi, kemikaalide, põhifarmaatsiatoodete, kummi ja plasti ning mittemetalsetest mineraalidest toodete tootmine;10-19;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;33.3;33,3
